date,name,type,value
1月24日,浙江,舟山市,1
1月24日,浙江,金华市,1
1月24日,浙江,台州市,2
1月24日,新疆,乌鲁木齐市,1
1月24日,吉林,吉林市,1
1月24日,河南,平顶山市,1
1月24日,河南,新乡市,1
1月24日,河南,南阳市,8
1月24日,河南,驻马店市,2
1月24日,河南,郑州市,3
1月24日,河南,周口市,3
1月24日,河南,信阳市,4
1月25日,海南,三亚市,3
1月25日,海南,万宁市,3
1月25日,海南,儋州市,3
1月24日,四川,成都市,9
1月24日,四川,遂宁市,1
1月24日,四川,自贡市,1
1月24日,四川,内江市,1
1月24日,四川,泸州市,1
1月24日,内蒙古,锡林郭勒盟,1
1月25日,辽宁,沈阳市,2
1月25日,辽宁,大连市,1
1月25日,北京,大兴区,0
1月25日,马来西亚,马来西亚,3
1月25日,泰国,泰国,1
1月25日,澳大利亚,澳大利亚,1
1月25日,山东,青岛市,2
1月25日,山东,滨州市,1
1月25日,山东,菏泽市,1
1月25日,山东,济南市,1
1月25日,山东,日照市,1
1月24日,宁夏,固原市,1
1月25日,天津,天津市,1
1月25日,陕西,咸阳市,1
1月25日,陕西,安康市,2
1月25日,陕西,铜川市,3
1月25日,陕西,西安市,2
1月25日,陕西,咸阳市,1
1月25日,陕西,商洛市,1
1月25日,福建,福州市,1
1月25日,福建,漳州市,3
1月25日,福建,泉州市,2
1月25日,福建,三明市,1
1月25日,福建,宁德市,1
1月25日,日本,日本,1
1月24日,尼泊尔,尼泊尔,0
1月25日,澳大利亚,澳大利亚,3
1月25日,青海,西宁市,1
1月25日,天津,外地来津,1
1月25日,辽宁,大连市,1
1月25日,北京,朝阳区,1
1月25日,北京,海淀区,2
1月25日,云南,曲靖市,1
1月25日,云南,玉溪市,1
1月25日,云南,红河州,1
1月25日,云南,大理州,1
1月25日,云南,丽江市,1
1月25日,云南,昆明市,1
1月25日,海南,三亚市,1
1月25日,海南,陵水县,1
1月25日,内蒙古,锡林郭勒盟,1
1月25日,内蒙古,鄂尔多斯市,2
1月25日,内蒙古,赤峰市,1
1月25日,内蒙古,呼伦贝尔市,1
1月25日,贵州,黔西南州,1
1月24日,法国,法国,1
1月25日,湖北,黄石市,31
1月23日,河北,沧州市,1
1月23日,江西,南昌市,1
1月23日,江西,吉安市,1
1月23日,江西,九江市,1
1月23日,江西,新余市,1
1月23日,云南,昆明市,1
1月23日,广西,北海市,3
1月23日,广西,柳州市,1
1月23日,广西,桂林市,2
1月23日,广西,百色市,1
1月23日,广西,河池市,1
1月23日,北京,朝阳区,1
1月23日,北京,丰台区,1
1月23日,北京,外地来京,1
1月23日,北京,顺义区,1
1月23日,天津,天津市,1
1月23日,上海,上海市,4
1月23日,黑龙江,绥化市,1
1月23日,黑龙江,大庆市,1
1月23日,广东,阳江市,3
1月23日,广东,清远市,1
1月23日,广东,广州市,2
1月23日,广东,珠海市,4
1月23日,广东,佛山市,5
1月23日,广东,韶关市,1
1月23日,广东,惠州市,4
1月24日,广东,中山市,1
1月23日,湖北,荆门市,7
1月23日,湖北,宜昌市,1
1月23日,湖北,荆州市,2
1月23日,湖北,孝感市,22
1月23日,湖北,仙桃市,2
1月23日,湖北,十堰市,1
1月23日,湖北,武汉市,70
1月23日,安徽,安庆市,1
1月23日,安徽,池州市,1
1月23日,安徽,蚌埠市,1
1月23日,安徽,合肥市,1
1月23日,安徽,六安市,1
1月23日,安徽,阜阳市,1
1月23日,浙江,嘉兴市,3
1月23日,浙江,衢州市,1
1月23日,浙江,台州市,12
1月23日,重庆,大渡口区,1
1月23日,重庆,九龙坡区,2
1月23日,重庆,渝北区,2
1月23日,重庆,开州区,2
1月23日,重庆,忠县,1
1月23日,重庆,云阳县,1
1月23日,重庆,奉节县,1
1月23日,重庆,巫溪县,1
1月23日,重庆,秀山县,1
1月23日,重庆,两江新区,1
1月23日,重庆,巫山县,1
1月23日,重庆,万州区,1
1月23日,重庆,长寿区,2
1月23日,重庆,垫江县,1
1月23日,河南,周口市,1
1月23日,河南,信阳市,1
1月23日,河南,郑州市,1
1月23日,河南,郑州市,1
1月23日,吉林,吉林市,1
1月23日,吉林,松原市,1
1月23日,四川,成都市,3
1月24日,四川,广安市,1
1月24日,四川,德阳市,1
1月24日,四川,遂宁市,1
1月24日,四川,雅安市,1
1月23日,山东,潍坊市,1
1月23日,山东,日照市,1
1月23日,山东,威海市,1
1月23日,江苏,南京市,1
1月23日,江苏,苏州市,1
1月23日,江苏,无锡市,1
1月23日,江苏,南通市,1
1月23日,海南,海口市,2
1月23日,海南,三亚市,1
1月23日,海南,万宁市,1
1月23日,湖南,岳阳市,3
1月23日,湖南,娄底市,3
1月23日,湖南,永州市,3
1月23日,湖南,长沙市,4
1月23日,湖南,株洲市,1
1月23日,湖南,湘潭市,1
1月23日,辽宁,朝阳市,1
1月23日,内蒙古,呼伦贝尔市,1
1月24日,天津,天津市,1
1月24日,山东,济南市,2
1月24日,山东,烟台市,2
1月24日,山东,济宁市,1
1月24日,山东,青岛市,1
1月24日,福建,福州市,2
1月24日,福建,厦门市,2
1月24日,北京,大兴区,0
1月24日,韩国,韩国,1
1月24日,北京,西城区,1
1月24日,北京,外地来京,2
1月24日,福建,福州市,1
1月23日,宁夏,中卫市,1
1月24日,新加坡,新加坡,2
1月24日,天津,天津市,1
1月24日,陕西,安康市,1
1月24日,陕西,延安市,1
1月24日,北京,朝阳区,2
1月24日,北京,海淀区,1
1月24日,北京,昌平区,1
1月24日,北京,外地来京,1
1月24日,上海,外地来沪,0
1月24日,台湾,台湾,2
1月24日,日本,日本,1
1月24日,泰国,泰国,1
1月24日,贵州,铜仁市,1
1月24日,天津,天津市,1
1月24日,北京,海淀区,2
1月24日,云南,昆明市,1
1月24日,云南,西双版纳州,1
1月24日,云南,丽江市,1
1月24日,尼泊尔,尼泊尔,1
1月24日,美国,美国,1
1月24日,广西,桂林市,4
1月24日,广西,柳州市,1
1月24日,广西,河池市,2
1月24日,广西,防城港市,2
1月24日,广西,玉林市,1
1月24日,江西,抚州市,3
1月24日,江西,赣州市,2
1月24日,江西,上饶市,2
1月24日,江西,南昌市,1
1月24日,江西,九江市,1
1月24日,江西,景德镇市,1
1月24日,江西,宜春市,1
1月24日,香港,香港,3
1月23日,湖北,武汉市,0
1月23日,日本,日本,0
1月22日,江苏,苏州市,1
1月23日,黑龙江,牡丹江市,1
1月22日,广西,北海市,2
1月22日,广西,柳州市,1
1月22日,上海,上海市,7
1月22日,四川,成都市,2
1月22日,四川,达州市,1
1月23日,澳门,澳门,1
1月22日,山东,青岛市,2
1月22日,山东,临沂市,2
1月22日,广东,中山市,1
1月22日,广东,肇庆市,1
1月22日,广东,广州市,3
1月22日,广东,深圳市,1
1月23日,吉林,长春市,1
1月23日,福建,厦门市,1
1月23日,福建,泉州市,1
1月23日,福建,宁德市,1
1月23日,湖南,长沙市,3
1月23日,湖南,永州市,1
1月23日,湖南,郴州市,1
1月23日,辽宁,沈阳市,1
1月23日,内蒙古,呼伦贝尔市,0
1月22日,重庆,涪陵区,1
1月22日,重庆,永川区,2
1月22日,贵州,铜仁市,1
1月22日,贵州,黔南州,1
1月23日,安徽,六安市,1
1月23日,安徽,滁州市,1
1月23日,安徽,阜阳市,1
1月23日,安徽,合肥市,4
1月23日,安徽,亳州市,1
1月22日,江西,南昌市,1
1月23日,甘肃,兰州市,0
1月23日,浙江,杭州市,5
1月23日,浙江,宁波市,2
1月23日,浙江,温州市,2
1月23日,浙江,绍兴市,1
1月23日,浙江,金华市,1
1月23日,浙江,衢州市,1
1月23日,浙江,台州市,5
1月23日,黑龙江,哈尔滨市,1
1月22日,浙江,温州市,0
1月23日,福建,福州市,1
1月23日,福建,厦门市,0
1月23日,新疆,乌鲁木齐市,2
1月23日,陕西,咸阳市,1
1月23日,陕西,西安市,2
1月23日,北京,西城区,1
1月23日,北京,朝阳区,1
1月23日,北京,海淀区,1
1月23日,北京,通州区,1
1月23日,北京,外地来京,4
1月23日,香港,香港,2
1月23日,新加坡,新加坡,1
1月23日,江苏,南京市,2
1月23日,江苏,连云港市,1
1月23日,江苏,扬州市,1
1月23日,甘肃,兰州市,1
1月23日,甘肃,白银市,1
1月23日,越南,越南,2
1月20日,湖南,长沙市,1
1月21日,四川,广安市,1
1月21日,江西,抚州市,1
1月21日,江西,萍乡市,1
1月20日,美国,美国,1
1月21日,湖北,荆门市,0
1月21日,上海,上海市,3
1月22日,澳门,澳门,1
1月22日,泰国,泰国,1
1月21日,安徽,合肥市,0
1月21日,广西,梧州市,0
1月21日,广东,广州市,2
1月21日,广东,深圳市,4
1月21日,广东,佛山市,1
1月21日,广东,韶关市,2
1月22日,浙江,宁波市,3
1月22日,浙江,温州市,2
1月22日,天津,天津市,2
1月22日,江苏,扬州市,0
1月21日,湖北,武汉市,0
1月22日,辽宁,大连市,1
1月22日,辽宁,沈阳市,1
1月21日,湖北,武汉市,105
1月22日,海南,三亚市,1
1月22日,海南,海口市,2
1月22日,海南,临高县,1
1月22日,福建,福州市,1
1月22日,湖南,怀化市,3
1月22日,贵州,贵阳市,1
1月22日,四川,成都市,1
1月22日,四川,绵阳市,2
1月22日,山西,太原市,1
1月22日,重庆,垫江县,1
1月22日,宁夏,银川市,1
1月22日,广西,北海市,1
1月22日,广西,梧州市,1
1月22日,河南,三门峡市,1
1月22日,河南,洛阳市,1
1月22日,河南,郑州市,2
1月22日,安徽,合肥市,1
1月22日,山东,威海市,1
1月22日,湖北,武汉市,62
1月22日,湖北,荆州市,6
1月22日,湖北,荆门市,1
1月22日,河北,石家庄市,1
1月22日,北京,石景山区,1
1月22日,北京,西城区,1
1月22日,北京,外地来京,1
1月22日,北京,朝阳区,1
1月18日,泰国,泰国,0
1月21日,泰国,泰国,0
1月22日,泰国,泰国,1
1月21日,广东,深圳市,1
1月21日,广东,珠海市,1
1月21日,广东,湛江市,1
1月20日,湖北,武汉市,60
1月20日,湖北,黄冈市,12
1月20日,上海,上海市,1
1月20日,上海,上海市,4
1月19日,天津,天津市,2
1月21日,浙江,温州市,2
1月21日,浙江,杭州市,1
1月21日,浙江,舟山市,1
1月21日,浙江,台州市,1
1月20日,韩国,韩国,1
1月21日,台湾,台湾,1
1月21日,河南,郑州市,1
1月21日,香港,香港,0
1月21日,重庆,巫山县,2
1月21日,重庆,万州区,2
1月21日,重庆,长寿区,1
1月21日,四川,成都市,1
1月21日,北京,丰台区,1
1月21日,北京,海淀区,1
1月21日,北京,西城区,1
1月21日,北京,通州区,1
1月21日,北京,海淀区,1
1月20日,云南,昆明市,1
1月20日,山东,青岛市,1
1月21日,黑龙江,牡丹江市,0
1月20日,北京,大兴区,2
1月20日,北京,昌平区,2
1月20日,北京,外地来京,1
1月19日,广东,深圳市,1
1月20日,广东,深圳市,8
1月20日,广东,珠海市,3
1月20日,广东,湛江市,1
1月20日,广东,惠州市,1
1月18日,湖北,武汉市,59
1月19日,湖北,武汉市,77
1月20日,上海,上海市,1
1月21日,四川,成都市,0
1月17日,湖北,武汉市,17
1月16日,湖北,武汉市,4
1月15日,日本,日本,1
1月15日,湖北,武汉市,0
1月12日,湖北,武汉市,0
1月11日,湖北,武汉市,0
1月10日,湖北,武汉市,41
1月17日,泰国,泰国,2
